Module, Model, n, b, IL, I0, Gp, Rs, Adjust, deltaRs, lambda, mIL, mI0, mGp, mRs, alphaIsc, betaVoc, gammaPmp, RMSE 
mSi0188,6,0.822179575053421,1.127010682098669,2.735865422167183,0.000000000041598,0.004417034178096,0.486413767450973,2.47,0.000000000000000,0.001064995785822,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.001062710861532,-0.074632075452996,-0.187778031833332,0.021062959937164
mSi0188,7,0.812288997105643,1.140733368284242,2.736083206175082,0.000000000030711,0.004497008170631,0.495502904214900,0.00,0.001690684760054,0.001104718084915,0.996590644949372,0.222439160439821,0.381402737107420,-0.754919918614141,0.001091998629299,-0.072831025974551,-0.187778031735348,0.000000753386603
mSi0247,5,0.810180512771991,1.143702112160434,2.700718070192323,0.000000000030774,0.004392274893766,0.483060127627997,0.00,0.000000000000000,0.001347500000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.001344645790269,-0.072600025937675,-0.175509203655153,0.030428915113045
mSi0247,6,0.828870989618908,1.117912407713264,2.700325131206486,0.000000000054333,0.004243113197580,0.465679276724274,4.68,0.000000000000000,0.001284428208260,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.001281893506899,-0.075998182786918,-0.185265633813820,0.038993021604314
mSi0247,7,0.810221620237356,1.143644085203625,2.700717188182667,0.000000000030813,0.004391946462843,0.483021733611114,0.00,0.003373983078765,0.001369648307744,0.997328589503458,0.243716491855543,0.510281674138009,-0.987862047166379,0.001347498783666,-0.072600026008729,-0.185265634022826,0.000000560694694
mSi0251,5,0.810802043635315,1.142825392415168,2.693582809113644,0.000000000030769,0.003660808497235,0.567344033952306,0.00,0.000000000000000,0.001344000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.001341212221284,-0.072666025978663,-0.177393395896237,0.033266472470424
mSi0251,6,0.831489585436762,1.114391785438690,2.693143216126840,0.000000000057620,0.003489312684935,0.548359788909985,5.18,0.000000000000000,0.001274404307499,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.001271967269290,-0.076428857234134,-0.188232155854848,0.043027038067168
mSi0251,7,0.810839881132580,1.142772062955597,2.693581986877428,0.000000000030805,0.003660494450274,0.567309142810517,0.00,0.003162517251407,0.001364444147196,0.998001891594789,0.254585813851463,0.337625699104737,-0.825928529066639,0.001343997868553,-0.072666026014190,-0.188232155792489,0.000000938658015
mSi460A8,5,0.796750202986787,1.162980768897170,5.027317151559520,0.000000000059145,0.007756003824678,0.394029663449176,0.00,0.000000000000000,0.003508400000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.003497698211063,-0.071313025600261,-0.309168019684023,0.044720114992448
mSi460A8,6,0.822593081001802,1.126444149712608,5.025982152141101,0.000000000130483,0.007311868831545,0.381535135540139,6.60,0.000000000000000,0.003276829943620,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.003267692898490,-0.076020005757016,-0.335104223475042,0.054966082488276
mSi460A8,7,0.796808314160015,1.162895952793069,5.027314077244995,0.000000000059253,0.007755003527038,0.394001392155894,0.00,0.003175906306761,0.003567756016241,0.998699887430287,0.344398192111314,0.610632137074322,-0.704657315254844,0.003508387607098,-0.071313025529207,-0.335104224023084,0.000002049850534
mSi460BB,5,0.798573005387273,1.160326178618054,5.016980557523213,0.000000000057404,0.005995819813311,0.432640777478138,0.00,0.000000000000000,0.002502000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.002495508582001,-0.071577025551051,-0.328951308747936,0.009585007375546
mSi460BB,6,0.804218910893904,1.152180272232856,5.016683662279033,0.000000000068524,0.005895541598128,0.429935825272969,1.44,0.000000000000000,0.002466095442783,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.002459840260371,-0.072604181156066,-0.334435289465507,0.012778621934131
mSi460BB,7,0.798587045270677,1.160305779033119,5.016979815391631,0.000000000057429,0.005995570361788,0.432634041702738,0.00,0.000610076070332,0.002516408687095,0.998747673483877,0.309651240106986,0.631101807611490,-0.586225783313478,0.002501982159231,-0.071577025551051,-0.334435289447281,0.000004122011389
xSi11246,5,0.824316357381752,1.124089259409693,5.118274084979115,0.000000000084864,0.015787319642602,0.527526381763519,0.00,0.000000000000000,0.003045600000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.003020484395932,-0.074868028185904,-0.319453907975848,0.190248147913410
xSi11246,6,0.739252758945146,1.253434840081950,5.126011484829377,0.000000000004891,0.017302383143928,0.569432445541259,-20.61,0.000000000000000,0.003673316461974,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.003637468504181,-0.059437228294712,-0.240296375606910,0.163550360506431
xSi11246,7,0.824009861062950,1.124507372391460,5.118300463159728,0.000000000084085,0.015792743328762,0.527674266890464,0.00,-0.007624425832281,0.002748463764978,0.997182703400233,0.198891704597890,1.207163936809884,-0.394611334490928,0.003045639971333,-0.074868028221431,-0.240296375911662,0.000007580436201
xSi12922,5,0.824602431391641,1.123699286363689,5.143526065286672,0.000000000085126,0.008204971468882,0.392852075725266,0.00,0.000000000000000,0.002563500000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.002555246689795,-0.075004028197156,-0.347395436548510,0.002978257108225
xSi12922,6,0.826035772605506,1.121749438000517,5.143448884995295,0.000000000088875,0.008180795222825,0.392172922802083,0.35,0.000000000000000,0.002554593890505,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.002546406898674,-0.075264607239944,-0.348801263531691,0.004341016321054
xSi12922,7,0.824613558028364,1.123684124117538,5.143525465401146,0.000000000085154,0.008204783778898,0.392846801873652,0.00,0.000179373529963,0.002574727081591,0.996995445483846,0.173078546820359,0.724568313979342,-0.304414910024132,0.002563483265661,-0.075004028197156,-0.348801263502345,0.000003775144917
